600792 云煤能源 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2010/10/08,6.20,6.40,6.13,6.34,822386,10340037.00
2010/10/11,6.44,6.65,6.33,6.41,1074028,13943619.00
2010/10/12,6.37,6.49,6.34,6.42,1029379,13277612.00
2010/10/13,6.33,6.50,6.25,6.29,1032885,13087200.00
2010/10/14,6.29,6.45,6.18,6.27,945168,11876893.00
2010/10/15,6.27,6.33,6.20,6.30,1125100,14105691.00
2010/10/18,6.32,6.39,5.99,6.02,1427815,17318370.00
2010/10/19,6.04,6.10,5.99,6.07,698353,8425797.00
2010/10/20,6.00,6.00,5.83,5.95,1287183,15189610.00
2010/10/21,5.95,6.14,5.93,6.07,680747,8255119.00
2010/10/22,6.00,6.30,6.00,6.29,1093190,13599231.00
2010/10/25,6.29,6.36,6.27,6.31,939851,11858034.00
2010/10/26,6.31,6.43,6.30,6.38,1079402,13765037.00
2010/10/27,6.43,6.47,6.31,6.33,900800,11540659.00
2010/10/28,6.33,6.40,6.28,6.32,878001,11140733.00
2010/10/29,6.36,6.43,6.30,6.40,622558,7911897.00
2010/11/01,6.42,6.56,6.36,6.55,1144344,14781516.00
2010/11/02,6.68,6.88,6.56,6.81,3038549,41090824.00
2010/11/03,6.81,7.15,6.68,7.15,2014555,28132800.00
2010/11/04,7.19,7.50,7.05,7.13,2766191,40256488.00
2010/11/05,7.06,7.37,7.06,7.18,1197197,17361792.00
2010/11/08,7.18,7.20,7.02,7.18,1297618,18461440.00
2010/11/09,7.15,7.28,7.13,7.20,707899,10186736.00
2010/11/10,7.22,7.22,7.07,7.18,780530,11130070.00
2010/11/11,7.18,7.54,7.09,7.45,2306224,34296620.00
2010/11/12,7.40,7.69,7.08,7.08,2706500,39522560.00
2010/11/15,7.13,7.30,6.72,7.30,1818089,25379524.00
2010/11/16,7.34,7.50,6.96,7.13,1975286,28759112.00
2010/11/17,7.15,7.15,6.77,6.77,1271419,17524908.00
2010/11/18,6.83,6.84,6.48,6.68,802642,10670008.00
2010/11/19,6.70,6.85,6.58,6.85,700334,9385139.00
2010/11/22,6.81,6.89,6.73,6.85,641287,8724427.00
2010/11/23,6.84,6.84,6.52,6.68,909778,12081815.00
2010/11/24,6.55,6.87,6.53,6.86,715735,9692209.00
2010/11/25,6.91,6.94,6.78,6.85,656509,9017543.00
2010/11/26,6.84,7.05,6.81,6.99,589315,8150895.00
2010/11/29,7.03,7.03,6.85,6.90,668766,9235427.00
2010/11/30,6.83,6.94,6.56,6.61,1319143,17445640.00
2010/12/01,6.65,6.65,6.54,6.60,365354,4813443.00
2010/12/02,6.65,6.76,6.59,6.61,464284,6210292.00
2010/12/03,6.61,6.66,6.43,6.51,504600,6573588.00
