600370 三房巷 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2010/10/08,2.39,2.45,2.39,2.44,4173907,26746796.00
2010/10/11,2.45,2.52,2.43,2.50,8723937,56814736.00
2010/10/12,2.49,2.49,2.45,2.47,4564472,29718700.00
2010/10/13,2.47,2.53,2.45,2.52,6335252,41636368.00
2010/10/14,2.51,2.52,2.37,2.37,6493055,41780512.00
2010/10/15,2.36,2.39,2.29,2.31,5644751,34935736.00
2010/10/18,2.31,2.32,2.22,2.29,5408316,32490106.00
2010/10/19,2.29,2.35,2.28,2.35,3381943,20782776.00
2010/10/20,2.32,2.35,2.29,2.33,3801441,23299396.00
2010/10/21,2.33,2.38,2.33,2.37,4533981,28201484.00
2010/10/22,2.37,2.42,2.35,2.41,3755327,23703238.00
2010/10/25,2.40,2.44,2.40,2.44,4646735,29687408.00
2010/10/26,2.43,2.49,2.42,2.48,7483541,48551828.00
2010/10/27,2.49,2.50,2.40,2.41,5966921,38528496.00
2010/10/28,2.42,2.49,2.41,2.48,5918396,38319000.00
2010/10/29,2.47,2.51,2.43,2.47,3988779,25815944.00
2010/11/01,2.47,2.52,2.45,2.50,6063947,39794592.00
2010/11/02,2.50,2.54,2.47,2.51,6882758,45425076.00
2010/11/03,2.53,2.58,2.50,2.55,9197003,61595436.00
2010/11/04,2.56,2.59,2.50,2.55,7794945,51975992.00
2010/11/05,2.55,2.56,2.53,2.55,6917711,46318304.00
2010/11/08,2.55,2.67,2.55,2.65,10160951,70272736.00
2010/11/09,2.67,2.67,2.59,2.62,7084221,48756264.00
2010/11/10,2.63,2.70,2.55,2.70,11377126,78519952.00
2010/11/11,2.74,2.84,2.65,2.71,21264228,154070624.00
2010/11/12,2.67,2.85,2.55,2.58,17147818,122205520.00
2010/11/15,2.60,2.73,2.51,2.73,8288264,57249992.00
2010/11/16,2.74,2.76,2.55,2.61,7825839,54971036.00
2010/11/17,2.55,2.60,2.37,2.41,5628220,37269372.00
2010/11/18,2.43,2.47,2.35,2.41,3449095,21911424.00
2010/11/19,2.42,2.45,2.35,2.44,3336861,21233068.00
2010/11/22,2.40,2.50,2.40,2.47,3944645,25608020.00
2010/11/23,2.46,2.48,2.37,2.41,3143372,20114300.00
2010/11/24,2.40,2.48,2.37,2.47,3090582,19873976.00
2010/11/25,2.47,2.54,2.47,2.52,3629406,23967752.00
2010/11/26,2.51,2.54,2.47,2.50,3085952,20328344.00
2010/11/29,2.49,2.59,2.48,2.56,4228634,28282508.00
2010/11/30,2.55,2.60,2.38,2.47,4800017,31637888.00
2010/12/01,2.47,2.49,2.41,2.47,2791852,18098076.00
2010/12/02,2.49,2.55,2.47,2.49,3386000,22306800.00
2010/12/03,2.51,2.53,2.45,2.53,3193283,20999866.00
2010/12/06,2.51,2.53,2.45,2.50,1749392,11473601.00
2010/12/07,2.48,2.52,2.41,2.51,1781632,11645046.00
2010/12/08,2.52,2.55,2.50,2.54,2904070,19314068.00
2010/12/09,2.53,2.54,2.42,2.43,2456709,15996129.00
2010/12/10,2.41,2.45,2.39,2.45,2095967,13429138.00
2010/12/13,2.45,2.49,2.45,2.49,4241040,27598830.00
2010/12/14,2.50,2.52,2.47,2.51,3323596,21864496.00
2010/12/15,2.51,2.58,2.49,2.56,6110140,41027168.00
2010/12/16,2.55,2.56,2.52,2.53,2883010,19261322.00
2010/12/17,2.55,2.56,2.51,2.56,2637635,17617180.00
2010/12/20,2.55,2.57,2.39,2.49,4297239,28235712.00
2010/12/21,2.49,2.56,2.45,2.55,3622829,23907416.00
2010/12/22,2.55,2.56,2.47,2.51,2784141,18492314.00
2010/12/23,2.51,2.52,2.44,2.51,2679515,17470180.00
2010/12/24,2.53,2.65,2.51,2.56,10528952,71515120.00
2010/12/27,2.51,2.55,2.40,2.42,5330693,34958384.00
2010/12/28,2.39,2.39,2.28,2.35,4972755,30712462.00
2010/12/29,2.34,2.41,2.30,2.37,4315021,26818708.00
2010/12/30,2.38,2.45,2.33,2.38,3724795,23477192.00
2010/12/31,2.38,2.45,2.36,2.39,2852379,18034588.00
2011/01/04,2.39,2.42,2.37,2.41,2494123,15776767.00
2011/01/05,2.39,2.42,2.38,2.41,2269311,14406312.00
2011/01/06,2.40,2.43,2.39,2.43,2299362,14651206.00
2011/01/07,2.43,2.45,2.39,2.40,2713200,17361356.00
2011/01/10,2.40,2.41,2.31,2.31,3238285,20230432.00
2011/01/11,2.31,2.36,2.25,2.35,3781742,23007596.00
2011/01/12,2.33,2.36,2.30,2.34,2355415,14510663.00
2011/01/13,2.35,2.35,2.31,2.32,1139736,7020752.00
2011/01/14,2.32,2.33,2.26,2.28,2197551,13297662.00
2011/01/17,2.26,2.26,2.16,2.17,2533583,14794561.00
2011/01/18,2.15,2.19,2.15,2.19,1148091,6626737.00
2011/01/19,2.19,2.23,2.18,2.23,1309779,7681928.00
2011/01/20,2.23,2.23,2.11,2.12,1744900,10016924.00
2011/01/21,2.13,2.15,2.10,2.13,1374989,7780650.00
2011/01/24,2.13,2.15,2.10,2.11,1384950,7844494.00
2011/01/25,2.11,2.13,2.07,2.09,912801,5072638.00
2011/01/26,2.09,2.13,2.09,2.12,854441,4799714.00
2011/01/27,2.11,2.16,2.08,2.15,1403895,7965064.00
2011/01/28,2.15,2.17,2.13,2.16,1132881,6465054.00
2011/01/31,2.15,2.19,2.15,2.19,1199662,6914107.00
2011/02/01,2.19,2.19,2.16,2.19,1462358,8453722.00
2011/02/09,2.19,2.20,2.16,2.17,1294097,7490306.00
2011/02/10,2.19,2.29,2.17,2.28,3349915,19796838.00
2011/02/11,2.26,2.38,2.24,2.36,5020338,30903624.00
2011/02/14,2.37,2.50,2.34,2.46,10294637,66154008.00
2011/02/15,2.45,2.51,2.43,2.48,9474158,61870688.00
2011/02/16,2.48,2.52,2.43,2.48,10042470,66112908.00
2011/02/17,2.51,2.52,2.45,2.50,7346264,48298904.00
2011/02/18,2.50,2.75,2.47,2.52,9405965,63061808.00
2011/02/21,2.50,2.55,2.47,2.53,6392987,42453808.00
2011/02/22,2.53,2.54,2.44,2.45,5197790,33941096.00
2011/02/23,2.43,2.50,2.43,2.47,2619301,16980752.00
2011/02/24,2.47,2.50,2.47,2.49,2766116,18104682.00
2011/02/25,2.50,2.56,2.48,2.51,4133502,27467072.00
2011/02/28,2.51,2.55,2.49,2.54,3701326,24541650.00
2011/03/01,2.54,2.59,2.53,2.55,4327492,29118230.00
2011/03/02,2.53,2.55,2.47,2.54,3526314,23341224.00
2011/03/03,2.54,2.56,2.47,2.47,2906043,19227924.00
2011/03/04,2.48,2.58,2.47,2.58,6498032,43631080.00
2011/03/07,2.58,2.60,2.56,2.59,4872952,33084184.00
2011/03/08,2.59,2.60,2.57,2.59,3385340,22957482.00
2011/03/09,2.59,2.61,2.57,2.59,3224423,21874222.00
2011/03/10,2.59,2.70,2.57,2.62,7994006,55313948.00
2011/03/11,2.61,2.65,2.59,2.60,4759922,32743818.00
2011/03/14,2.59,2.62,2.55,2.61,4303452,29266752.00
2011/03/15,2.61,2.75,2.59,2.73,15373284,108291704.00
2011/03/16,2.71,2.79,2.65,2.74,9886739,71015824.00
2011/03/17,2.70,2.72,2.61,2.63,6573534,45978848.00
2011/03/18,2.63,2.74,2.61,2.72,6202104,43799880.00
